films,shortFilms,tvShows,videoGames,parkAttractions,allies,enemies,_id,name,url
[],[],['Phineas and Ferb'],[],[],[],[],2364,Lucy Fletcher,https://api.disneyapi.dev/characters/2364
[],[],['Phineas and Ferb'],[],[],[],[],2365,Reginald Fletcher,https://api.disneyapi.dev/characters/2365
[],[],['Phineas and Ferb'],[],[],[],[],2366,Winifred Fletcher,https://api.disneyapi.dev/characters/2366
[],[],"['Handy Manny', ""Handy Manny's School for Tools"", 'Special Agent Oso']",[],[],[],[],2367,Flicker,https://api.disneyapi.dev/characters/2367
[],[],['Sofia the First'],[],[],[],[],2368,Flinch,https://api.disneyapi.dev/characters/2368
[],[],[],[],[],[],[],2369,Rick Flint,https://api.disneyapi.dev/characters/2369
[],[],['Sofia the First'],[],[],[],[],2370,Flip,https://api.disneyapi.dev/characters/2370
"['Pocahontas (film)', 'Pocahontas II: Journey to a New World']",[],['House of Mouse'],"['Pocahontas (video game)', 'Animated StoryBook: Pocahontas', 'Disney Emoji Blitz']","['The Magic of Disney Animation', ""It's a Small World""]",[],[],2371,Flit,https://api.disneyapi.dev/characters/2371
[],[],[],['Club Penguin'],[],[],[],2372,Flit,https://api.disneyapi.dev/characters/2372
[],[],['The Wuzzles'],[],[],[],[],2373,Flizard,https://api.disneyapi.dev/characters/2373
[],[],['Elena of Avalor'],[],[],[],[],2374,Flo,https://api.disneyapi.dev/characters/2374
[],[],['Adventures of the Gummi Bears'],[],[],[],[],2375,Floogel,https://api.disneyapi.dev/characters/2375
['Flora & Ulysses'],[],[],[],[],[],[],2376,Flora Buckman,https://api.disneyapi.dev/characters/2376
"['Sleeping Beauty', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", 'The Lion King 1½', 'Disney Princess Enchanted Tales: Follow Your Dreams', 'Sofia the First: Once Upon a Princess', 'Maleficent (film)', 'Elena and the Secret of Avalor', 'Maleficent: Mistress of Evil']",[],"['House of Mouse', 'Sofia the First']","['Disney Princess (video game)', 'Kingdom Hearts (series)', 'Hidden Worlds', 'Disney Magic Kingdoms', ""Disney Sorcerer's Arena"", 'Disney Emoji Blitz', 'PAC-MAN: Ralph Breaks the Maze']","['Magic, Music and Mayhem', 'SpectroMagic', ""Magical: Disney's New Nighttime Spectacular of Magical Celebrations"", ""Walt Disney's Parade of Dreams"", ""Disney's Fantillusion"", 'Sorcerers of the Magic Kingdom', ""Mickey's Once Upon a Christmastime Parade"", 'Fantasmic!', 'Festival of Fantasy Parade', 'Parade of the Stars', 'Magic Happens']",[],[],2377,"Flora, Fauna, and Merryweather",https://api.disneyapi.dev/characters/2377
['The Parent Trap II'],[],[],[],[],[],[],2378,Florence,https://api.disneyapi.dev/characters/2378
[],[],['Kim Possible'],[],[],[],[],2379,Zita Flores,https://api.disneyapi.dev/characters/2379
['Into the Woods'],[],['Once Upon a Time'],[],[],[],[],2380,Florinda,https://api.disneyapi.dev/characters/2380
"['The Little Mermaid', 'Once Upon a Halloween']",[],['The Little Mermaid (TV series)'],"['The Little Mermaid (video game)', 'The Little Mermaid II: Pinball Frenzy', 'Kingdom Hearts (game)', 'Kingdom Hearts II', 'Disney Princess Enchanting Storybooks', 'Disney Princess: My Fairytale Adventure', 'Disney Emoji Blitz']","[""The Little Mermaid: Ariel's Undersea Adventure"", 'Fantasmic!', ""Walt Disney's Parade of Dreams"", 'Sorcerers of the Magic Kingdom', 'Voyage of the Little Mermaid', 'Celebrate the Magic', 'World of Color', ""Let's Get Wicked""]",[],[],2381,Flotsam and Jetsam,https://api.disneyapi.dev/characters/2381
"['The Little Mermaid', 'The Little Mermaid II: Return to the Sea', ""The Little Mermaid: Ariel's Beginning"", ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", 'The Jungle Book 2', 'Ant-Man (film)', 'Moana (film)', 'The Little Mermaid (live-action film)']",[],"[""Little Mermaid's Island"", 'The Little Mermaid (TV series)', 'Hercules (TV series)', 'House of Mouse', 'The Wonderful World of Mickey Mouse']","['The Little Mermaid (video game)', 'The Little Mermaid II: Return to the Sea (video game)', 'The Little Mermaid II: Pinball Frenzy', 'Kingdom Hearts (game)', 'Kingdom Hearts: Chain of Memories', 'Kingdom Hearts II', 'Disney Princess Enchanting Storybooks', 'Disney Princess: My Fairytale Adventure', 'Epic Mickey: Power of Illusion', 'Disney Magical World 2', 'Disney Emoji Blitz', 'Disney Tsum Tsum (game)', 'Disney Magic Kingdoms']","[""It's a Small World"", ""Mickey's PhilharMagic"", 'Fantasmic!', 'SpectroMagic', 'Voyage of the Little Mermaid', ""The Little Mermaid: Ariel's Undersea Adventure"", 'Paint the Night Parade']",[],[],2382,Flounder,https://api.disneyapi.dev/characters/2382
['The Little Mermaid II: Return to the Sea'],[],[],[],[],[],[],2383,Flounder's Guppies,https://api.disneyapi.dev/characters/2383
['Jake and the Never Land Pirates: Never Land Rescue'],[],['Jake and the Never Land Pirates'],[],[],[],[],2384,Flow the Dolphin,https://api.disneyapi.dev/characters/2384
"['Bambi (film)', 'Bambi II', 'Who Framed Roger Rabbit', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""Mickey's House of Villains"", 'Enchanted', 'Ralph Breaks the Internet']",[],['House of Mouse'],"['Disney Magic Kingdoms', 'Disney Tsum Tsum (game)']",['Main Street Electrical Parade'],[],[],2385,Flower,https://api.disneyapi.dev/characters/2385
['Cinderella II: Dreams Come True'],[],[],[],[],[],[],2386,Flower Vendor,https://api.disneyapi.dev/characters/2386
[],[],['Teamo Supremo'],[],[],[],[],2387,Frau Thaw,https://api.disneyapi.dev/characters/2387
['Alice in Wonderland'],[],['Jake and the Never Land Pirates'],['Mickey Mousecapade'],"['Alice in Wonderland (Disneyland attraction)', 'Mickey Mouse Revue', ""Walt Disney's Parade of Dreams"", 'Dreaming Up!']",[],[],2388,Flowers of Wonderland,https://api.disneyapi.dev/characters/2388
"['The Absent-Minded Professor', 'Son of Flubber', 'Flubber']",[],[],['Disney Heroes: Battle Mode'],['Journey Into Imagination With Figment'],[],[],2389,Flubber,https://api.disneyapi.dev/characters/2389
['102 Dalmatians'],[],[],['102 Dalmatians: Puppies to the Rescue'],[],[],[],2390,Fluffy,https://api.disneyapi.dev/characters/2390
[],[],[],[],[],[],[],2391,Fluffy,https://api.disneyapi.dev/characters/2391
[],[],[],['Club Penguin'],[],[],[],2392,Fluffy,https://api.disneyapi.dev/characters/2392
[],"['Three Orphan Kittens', 'More Kittens']",[],[],[],[],[],2393,"Fluffy, Muffy, & Tuffy",https://api.disneyapi.dev/characters/2393
"['Wreck-It Ralph (film)', 'Ralph Breaks the Internet']",[],[],"['Wreck-It Ralph (video game)', 'Disney Crossy Road']",[],[],[],2394,Rancis Fluggerbutter,https://api.disneyapi.dev/characters/2394
[],[],['Sofia the First'],[],[],[],[],2395,Fluke,https://api.disneyapi.dev/characters/2395
"['The Jungle Book', 'The Jungle Book 2']",[],"['House of Mouse', 'Mickey Mouse (TV series)']",[],"['Fantasmic!', 'Celebrate the Magic', 'Disney Dreams!']",[],[],2396,Flunkey,https://api.disneyapi.dev/characters/2396
[],[],['Penn Zero: Part-Time Hero'],[],[],[],[],2397,Flurgle,https://api.disneyapi.dev/characters/2397
['The Three Caballeros'],[],['House of Mouse'],[],[],[],[],2398,Flying Gauchito,https://api.disneyapi.dev/characters/2398
['Fantasia 2000'],[],[],[],[],[],[],2399,Flying John,https://api.disneyapi.dev/characters/2399
[],"['The Flying Mouse', ""Mickey's Polo Team""]",[],[],[],[],[],2400,The Flying Mouse,https://api.disneyapi.dev/characters/2400
[],['The Flying Squirrel'],[],[],[],[],[],2401,Flying Squirrel,https://api.disneyapi.dev/characters/2401
[],[],['Jake and the Never Land Pirates'],[],[],[],[],2402,Captain Flynn,https://api.disneyapi.dev/characters/2402
"['Tangled', 'Frozen', 'Tangled: Before Ever After']",['Tangled Ever After'],"['Once Upon a Time', 'The Prince', 'Tangled: The Series', 'At Home With Olaf']","['Tangled (video game)', 'Disney Princess Enchanting Storybooks', 'Hidden Worlds', 'Disney Magical World 2', 'Disney Crossy Road', 'Disney Enchanted Tales (game)', 'Disney Magic Kingdoms', 'Disney Emoji Blitz', 'Kingdom Hearts III', 'Disney Heroes: Battle Mode', ""Disney Sorcerer's Arena""]","['World of Color', 'The Golden Mickeys', 'Mickey and the Magical Map', 'Disney Dreams', 'Celebrate the Magic', 'Festival of Fantasy Parade', 'Fantasmic!', ""La Forêt de l'Enchantement: Une aventure musicale Disney"", ""Mickey's Royal Friendship Faire"", 'Voyage to the Crystal Grotto', ""Mickey's Storybook Express"", 'Tangled: The Musical', 'Happily Ever After (fireworks show)']",[],[],2403,Flynn Rider,https://api.disneyapi.dev/characters/2403
[],[],['Phineas and Ferb'],[],[],[],[],2404,Grandma Betty Jo,https://api.disneyapi.dev/characters/2404
"['Phineas and Ferb the Movie: Across the 2nd Dimension', 'Phineas and Ferb the Movie: Candace Against the Universe']",[],"['Phineas and Ferb', 'Take Two with Phineas and Ferb', ""Milo Murphy's Law""]","['Phineas and Ferb (video game)', 'Phineas and Ferb Ride Again', 'Phineas and Ferb: Across the 2nd Dimension (video game)', 'Disney Universe', 'Phineas and Ferb: Quest for Cool Stuff', 'Disney Infinity', 'Disney Infinity: 2.0 Edition', 'Phineas and Ferb: Day of Doofenshmirtz']",[],[],[],2405,Candace Flynn,https://api.disneyapi.dev/characters/2405
['Phineas and Ferb the Movie: Across the 2nd Dimension'],[],['Phineas and Ferb'],['Phineas and Ferb: Across the 2nd Dimension (video game)'],[],[],[],2406,Candace Flynn,https://api.disneyapi.dev/characters/2406
[],[],['Phineas and Ferb'],[],[],[],[],2407,Clyde Flynn,https://api.disneyapi.dev/characters/2407
"['Tron', 'Tron: Legacy']",[],['Tron: Uprising'],"['Tron: Evolution', 'Kingdom Hearts 3D: Dream Drop Distance', 'Disney Heroes: Battle Mode']",['World of Color'],[],[],2408,Kevin Flynn,https://api.disneyapi.dev/characters/2408
"['Phineas and Ferb the Movie: Across the 2nd Dimension', 'Phineas and Ferb the Movie: Candace Against the Universe']",[],"['Phineas and Ferb', 'Take Two with Phineas and Ferb', ""Milo Murphy's Law""]","['Phineas and Ferb (video game)', 'Phineas and Ferb Ride Again', 'Disney Channel All Star Party', 'Phineas and Ferb: Across the 2nd Dimension (video game)', 'Disney Universe', ""Where's My Perry?"", 'Disney Infinity (series)', 'Phineas and Ferb: Quest for Cool Stuff', 'Phineas and Ferb: Day of Doofenshmirtz', 'Disney XD Jump the Shark']","[""Agent P's World Showcase Adventure"", ""Phineas and Ferb's Rockin' Rollin' Dance Party"", 'Celebrate the Magic', 'Move It! Shake It! Dance and Play It! Street Party']",[],[],2409,Phineas Flynn,https://api.disneyapi.dev/characters/2409
['Phineas and Ferb the Movie: Across the 2nd Dimension'],[],['Phineas and Ferb'],['Phineas and Ferb: Across the 2nd Dimension (video game)'],[],[],[],2410,Phineas Flynn,https://api.disneyapi.dev/characters/2410
['Tron: Legacy'],[],[],"['Kingdom Hearts 3D: Dream Drop Distance', 'Disney Infinity (series)']",[],[],[],2411,Sam Flynn,https://api.disneyapi.dev/characters/2411
"['Phineas and Ferb the Movie: Across the 2nd Dimension', 'Phineas and Ferb the Movie: Candace Against the Universe']",[],"['Phineas and Ferb', ""Milo Murphy's Law""]","['Phineas and Ferb (video game)', 'Phineas and Ferb Ride Again', 'Phineas and Ferb: Across the 2nd Dimension (video game)', 'Phineas and Ferb: Quest for Cool Stuff']",[],[],[],2412,Linda Flynn-Fletcher,https://api.disneyapi.dev/characters/2412
"['Tarzan (film)', 'Tarzan & Jane', 'Tarzan II']",[],['The Legend of Tarzan'],['Disney Infinity: 2.0 Edition'],[],[],[],2413,Flynt and Mungo,https://api.disneyapi.dev/characters/2413
['Around the World in 80 Days'],[],[],[],[],[],[],2414,Phileas Fogg,https://api.disneyapi.dev/characters/2414
[],[],['Fillmore!'],[],[],[],[],2415,Dawn S. Folsom,https://api.disneyapi.dev/characters/2415
['Herbie Goes to Monte Carlo'],[],[],[],[],[],[],2416,Fontenoy,https://api.disneyapi.dev/characters/2416
['Fantasia 2000'],[],[],[],[],[],[],2417,Foo-Foo,https://api.disneyapi.dev/characters/2417
['Homeward Bound: The Incredible Journey'],[],[],[],[],[],[],2418,Foote,https://api.disneyapi.dev/characters/2418
['Pollyanna'],[],[],[],[],[],[],2419,Mrs. Paul Ford,https://api.disneyapi.dev/characters/2419
['Pollyanna'],[],[],[],[],[],[],2420,Reverend Paul Ford,https://api.disneyapi.dev/characters/2420
['Leroy & Stitch'],[],['Lilo & Stitch: The Series'],[],[],[],[],2421,Forehead,https://api.disneyapi.dev/characters/2421
"['Snow White and the Seven Dwarfs', 'Who Framed Roger Rabbit']",[],"['Walt Disney anthology series', 'House of Mouse', 'Mickey Mouse (TV series)', 'The Wonderful World of Mickey Mouse']","['Snow White and the Seven Dwarfs (video game)', 'Disney Princess (video game)', 'Kingdom Hearts: Birth by Sleep']","[""Snow White's Scary Adventures"", 'Mickey Mouse Revue', 'Seven Dwarfs Mine Train']",[],[],2422,Forest Animals,https://api.disneyapi.dev/characters/2422
"['Maleficent (film)', 'Maleficent: Mistress of Evil']",[],[],['Maleficent: Free Fall'],[],[],[],2423,Forest Army,https://api.disneyapi.dev/characters/2423
['Beauty and the Beast: The Enchanted Christmas'],[],[],[],[],[],[],2424,Forte,https://api.disneyapi.dev/characters/2424
[],[],[],['Kinect Disneyland Adventures'],[],[],[],2425,Fortune Red,https://api.disneyapi.dev/characters/2425
"['Aladdin (1992 film)', 'Aladdin and the King of Thieves']",[],[],[],[],[],[],2426,Forty Thieves,https://api.disneyapi.dev/characters/2426
[],[],['Darkwing Duck'],[],[],[],[],2427,Dr. Fossil,https://api.disneyapi.dev/characters/2427
['Tuck Everlasting'],[],[],[],[],[],[],2428,Winnie Jackson Foster,https://api.disneyapi.dev/characters/2428
[],[],['Elena of Avalor'],[],[],[],[],2429,Four Shades of Awesome,https://api.disneyapi.dev/characters/2429
"['Mary Poppins', 'Bedknobs and Broomsticks']",[],['House of Mouse'],[],[],[],[],2430,Fox,https://api.disneyapi.dev/characters/2430
[],[],"[""Chip 'n Dale Rescue Rangers""]",[],[],[],[],2431,Foxglove,https://api.disneyapi.dev/characters/2431
['Oliver & Company'],[],[],[],[],[],[],2432,Jenny Foxworth,https://api.disneyapi.dev/characters/2432
[],[],['TaleSpin'],[],[],[],[],2433,Mira,https://api.disneyapi.dev/characters/2433
[],[],['Motorcity'],[],[],[],[],2434,Foxy (Motorcity),https://api.disneyapi.dev/characters/2434
[],['Chicken Little (1943 short)'],[],[],[],[],[],2435,Foxy Loxy,https://api.disneyapi.dev/characters/2435
['Chicken Little (film)'],[],[],"['Chicken Little (video game)', 'Chicken Little: Ace in Action']",[],[],[],2436,Foxy Loxy,https://api.disneyapi.dev/characters/2436
['Wreck-It Ralph'],[],[],[],[],[],[],2437,FPS Robot,https://api.disneyapi.dev/characters/2437
['Meet the Robinsons'],[],[],['Meet the Robinsons (video game)'],[],[],[],2438,Art Framagucci,https://api.disneyapi.dev/characters/2438
['Meet the Robinsons'],[],[],['Meet the Robinsons (video game)'],[],[],[],2439,Gaston Framagucci,https://api.disneyapi.dev/characters/2439
['Oliver & Company'],[],['House of Mouse'],[],[],[],[],2440,Francis,https://api.disneyapi.dev/characters/2440
['Phineas and Ferb the Movie: Across the 2nd Dimension'],[],['Phineas and Ferb'],[],[],[],[],2441,Major Monogram,https://api.disneyapi.dev/characters/2441
['Swiss Family Robinson'],[],[],[],[],[],[],2442,Francis Robinson,https://api.disneyapi.dev/characters/2442
['Elena and the Secret of Avalor'],[],['Elena of Avalor'],[],[],[],[],2443,Francisco,https://api.disneyapi.dev/characters/2443
"[""Lady and the Tramp II: Scamp's Adventure""]",[],[],[],[],[],[],2444,Francois,https://api.disneyapi.dev/characters/2444
[],[],"[""Kickin' It""]",[],[],[],[],2445,Frank,https://api.disneyapi.dev/characters/2445
"['The Rescuers Down Under', 'Fantasia 2000']",[],[],[],[],[],[],2446,Frank,https://api.disneyapi.dev/characters/2446
[],[],['Goof Troop'],[],[],[],[],2447,Frank Nutti,https://api.disneyapi.dev/characters/2447
['The Apple Dumpling Gang'],[],[],[],[],[],[],2448,Frank Stillwell,https://api.disneyapi.dev/characters/2448
['Jungle Cruise (film)'],[],[],[],[],[],[],2449,Frank Wolff,https://api.disneyapi.dev/characters/2449
[],['Runaway Brain'],[],[],[],[],[],2450,Doctor Frankenollie,https://api.disneyapi.dev/characters/2450
['The Nightmare Before Christmas'],"[""Mickey's Gala Premier""]","['Ultimate Spider-Man', 'Once Upon a Time', 'Hulk and the Agents of S.M.A.S.H.', 'Vampirina', 'DuckTales (2017 series)']",[],[],[],[],2451,Frankenstein's Monster,https://api.disneyapi.dev/characters/2451
['Frankenweenie'],['Frankenweenie (short)'],[],[],[],[],[],2452,"Benjamin ""Ben"" Frankenstein",https://api.disneyapi.dev/characters/2452
['Frankenweenie'],[],[],[],[],[],[],2453,Susan Frankenstein,https://api.disneyapi.dev/characters/2453
['Frankenweenie'],['Frankenweenie (short)'],['Once Upon a Time'],[],[],[],[],2454,Victor Frankenstein,https://api.disneyapi.dev/characters/2454
['Meet the Robinsons'],[],[],['Meet the Robinsons (video game)'],[],[],[],2455,Frankie,https://api.disneyapi.dev/characters/2455
[],[],['Miles from Tomorrowland'],[],[],[],[],2456,Frankie,https://api.disneyapi.dev/characters/2456
[],[],[],[],[],[],[],2457,Frankie Bolt,https://api.disneyapi.dev/characters/2457
[],['Figaro and Frankie'],[],[],[],[],[],2458,Frankie,https://api.disneyapi.dev/characters/2458
[],[],[],['Club Penguin'],[],[],[],2459,Franky,https://api.disneyapi.dev/characters/2459
['Planes'],[],[],[],[],[],[],2460,Franz,https://api.disneyapi.dev/characters/2460
[],[],['Randy Cunningham: 9th Grade Ninja'],[],[],[],[],2461,Franz Nukid,https://api.disneyapi.dev/characters/2461
"['One Hundred and One Dalmatians', ""101 Dalmatians II: Patch's London Adventure""]",[],['101 Dalmatians: The Series'],[],[],[],[],2462,Freckles,https://api.disneyapi.dev/characters/2462
"['Big Hero 6', 'Ralph Breaks the Internet']",[],['Big Hero 6: The Series'],"['Big Hero 6: Battle in the Bay', 'Big Hero 6: Bot Fight', 'Disney Crossy Road', 'Disney Emoji Blitz', 'Disney Magic Kingdoms', 'Kingdom Hearts III', 'Disney Tsum Tsum (game)']",[],[],[],2463,Fred,https://api.disneyapi.dev/characters/2463
[],[],['Quack Pack'],[],[],[],[],2464,Fred,https://api.disneyapi.dev/characters/2464
['The Country Bears'],[],[],[],[],[],[],2465,Fred Bedderhead,https://api.disneyapi.dev/characters/2465
"['The Muppet Christmas Carol', 'A Christmas Carol']",[],[],[],[],[],[],2466,Fred Holywell,https://api.disneyapi.dev/characters/2466
[],[],['Timon & Pumbaa'],[],[],[],[],2467,Fred,https://api.disneyapi.dev/characters/2467
"[""Recess: School's Out"", 'Recess: Taking the Fifth Grade']",[],['Recess'],[],[],[],[],2468,King Freddie II,https://api.disneyapi.dev/characters/2468
[],[],['Dog With a Blog'],[],[],[],[],2469,Freddy,https://api.disneyapi.dev/characters/2469
[],[],['T.O.T.S.'],[],[],[],[],2470,Freddy,https://api.disneyapi.dev/characters/2470
"['Tangled', 'Tangled: Before Ever After']",['Tangled Ever After'],"['Once Upon a Time', 'Tangled: The Series']","['Disney Princess Enchanting Storybooks', 'Hidden Worlds', 'Disney Crossy Road', 'Kingdom Hearts III']",['Celebrate the Magic'],[],[],2471,King Frederic,https://api.disneyapi.dev/characters/2471
[],[],[],[],[],[],[],2472,Frederick the Monkey,https://api.disneyapi.dev/characters/2472
['Big Hero 6'],[],['Big Hero 6: The Series'],[],[],[],[],2473,Mr. Frederickson,https://api.disneyapi.dev/characters/2473
['Big Hero 6'],[],['Big Hero 6: The Series'],[],[],[],[],2474,Mrs. Frederickson,https://api.disneyapi.dev/characters/2474
[],[],['Sofia the First'],[],[],[],[],2475,Freedo,https://api.disneyapi.dev/characters/2475
['Flight of the Navigator'],[],[],[],[],[],[],2476,David Freeman,https://api.disneyapi.dev/characters/2476
['Sky High'],[],[],[],[],[],[],2477,Freeze Girl,https://api.disneyapi.dev/characters/2477
[],[],['Life with Derek (page does not exist)'],[],[],[],[],2478,Truman French,https://api.disneyapi.dev/characters/2478
['Leroy & Stitch'],[],"['Lilo & Stitch: The Series', 'Stitch!']",[],[],[],[],2479,Frenchfry,https://api.disneyapi.dev/characters/2479
[],[],"[""Chip 'n Dale Rescue Rangers""]",[],[],[],[],2480,Frenchie,https://api.disneyapi.dev/characters/2480
[],[],[],[],[],[],[],2481,Fresh-Up Freddie,https://api.disneyapi.dev/characters/2481
['The Island at the Top of the World'],[],[],[],[],[],[],2482,Freyja,https://api.disneyapi.dev/characters/2482
"['Robin Hood (film)', ""Mickey's House of Villains""]",[],"['House of Mouse', 'Once Upon a Time in Wonderland', 'Once Upon a Time', 'The Wonderful World of Mickey Mouse']",[],['Fantasmic!'],[],[],2483,Friar Tuck,https://api.disneyapi.dev/characters/2483
['The Story of Robin Hood and His Merrie Men'],[],[],[],[],[],[],2484,Friar Tuck,https://api.disneyapi.dev/characters/2484
[],[],"['Girl Meets World', 'Best Friends Whenever']",[],[],[],[],2485,Lucas Friar,https://api.disneyapi.dev/characters/2485
[],[],"[""Sheriff Callie's Wild West""]",[],[],[],[],2486,Frida Fox,https://api.disneyapi.dev/characters/2486
[],[],['Miles from Tomorrowland'],['Miles from Tomorrowland: Mars Rover Rescue'],[],[],[],2487,Frida Liang,https://api.disneyapi.dev/characters/2487
[],"[""Mickey's Man Friday""]",[],[],[],[],[],2488,Friday,https://api.disneyapi.dev/characters/2488
[],[],['The Buzz on Maggie'],[],[],[],[],2489,Frieda Pesky,https://api.disneyapi.dev/characters/2489
[],[],['Tangled: The Series'],[],[],[],[],2490,Friedborg,https://api.disneyapi.dev/characters/2490
[],[],['Aladdin (TV series)'],[],[],[],[],2491,Frigeed,https://api.disneyapi.dev/characters/2491
[],[],"[""It's a Small World: The Animated Series""]","['Kinect Disneyland Adventures', 'Disney Infinity: 2.0 Edition']","[""Walt Disney's Enchanted Tiki Room"", 'The Enchanted Tiki Room: Under New Management']",[],[],2492,Fritz,https://api.disneyapi.dev/characters/2492
['The Nutcracker and the Four Realms'],[],[],[],[],[],[],2493,Fritz Stahlbaum,https://api.disneyapi.dev/characters/2493
[],[],['Amphibia'],[],[],[],[],2494,Frobo,https://api.disneyapi.dev/characters/2494
[],[],['Goldie & Bear'],[],[],[],[],2495,Frog,https://api.disneyapi.dev/characters/2495
['Alice in Wonderland (2010 film)'],[],[],[],[],[],[],2496,Frog Servants,https://api.disneyapi.dev/characters/2496
"['The Hunchback of Notre Dame', 'The Hunchback of Notre Dame II']",[],[],"['Disney Emoji Blitz', ""Disney Sorcerer's Arena""]",[],[],[],2497,Frollo's soldiers,https://api.disneyapi.dev/characters/2497
"['The Hunchback of Notre Dame', ""Mickey's House of Villains"", 'Once Upon a Halloween']",[],['House of Mouse'],"['Animated StoryBook: The Hunchback of Notre Dame', 'Kingdom Hearts 3D: Dream Drop Distance', ""Disney Sorcerer's Arena"", 'Disney Tsum Tsum (game)']","['Fantasmic!', 'Starlight Dreams', ""Mickey's Boo-to-You Halloween Parade"", 'Disney Stars and Motorcars Parade', 'World of Color', 'Frightfully Fun Parade', 'Villains Night Out!']",[],[],2498,Claude Frollo,https://api.disneyapi.dev/characters/2498
[],[],['Timon & Pumbaa'],[],[],[],[],2499,Fronk Fegnugen,https://api.disneyapi.dev/characters/2499
[],[],['Jake and the Never Land Pirates'],[],[],[],[],2500,Captain Frost,https://api.disneyapi.dev/characters/2500
[],[],['American Dragon: Jake Long'],[],[],[],[],2501,Jack Frost,https://api.disneyapi.dev/characters/2501
['The Aristocats'],[],[],[],[],[],[],2502,Frou-Frou,https://api.disneyapi.dev/characters/2502
['Zootopia'],[],['Zootopia+'],['Disney Crossy Road'],[],[],[],2503,Fru Fru,https://api.disneyapi.dev/characters/2503
[],[],"['American Dragon: Jake Long', 'Lilo & Stitch: The Series']","['American Dragon: Rise of the Huntsclan', 'American Dragon: Jake Long, Attack of the Dark Dragon']",[],[],[],2504,Fu Dog,https://api.disneyapi.dev/characters/2504
[],[],['Goof Troop'],[],[],[],[],2505,Biff Fuddled,https://api.disneyapi.dev/characters/2505
['Leroy & Stitch'],[],"['Lilo & Stitch: The Series', 'Stitch!']",[],[],[],[],2506,Fudgy,https://api.disneyapi.dev/characters/2506
[],[],['Kim Possible'],[],[],[],[],2507,Fukushima,https://api.disneyapi.dev/characters/2507
['The Lion Guard: Return of the Roar'],[],['The Lion Guard'],[],[],[],[],2508,Fuli,https://api.disneyapi.dev/characters/2508
[],[],[],[],[],[],[],2509,Fulton Gearloose,https://api.disneyapi.dev/characters/2509
['Ralph Breaks the Internet'],[],[],['PAC-MAN: Ralph Breaks the Maze'],['Ralph Breaks VR'],[],[],2510,Fun Bun and Puddles,https://api.disneyapi.dev/characters/2510
[],[],['The Legend of Tarzan'],[],[],[],[],2511,Fungi,https://api.disneyapi.dev/characters/2511
"[""Doug's 1st Movie""]",[],"[""Disney's Doug""]","[""Doug's Big Game""]","[""Disney's Hollywood Studios"", 'Walt Disney World']",[],[],2512,Doug Funnie,https://api.disneyapi.dev/characters/2512
"[""Doug's 1st Movie""]",[],"[""Disney's Doug""]",[],[],[],[],2513,Judy Funnie,https://api.disneyapi.dev/characters/2513
"[""Doug's 1st Movie""]",[],"[""Disney's Doug""]",[],[],[],[],2514,Phil Funnie,https://api.disneyapi.dev/characters/2514
['Hercules (film)'],[],"['Hercules (TV series)', 'Once Upon a Time']",[],[],[],[],2515,Furies,https://api.disneyapi.dev/characters/2515
['Pollyanna'],[],[],[],[],[],[],2516,Nancy Furman,https://api.disneyapi.dev/characters/2516
['Tinker Bell and the Legend of the NeverBeast'],[],[],[],[],[],[],2517,Fury,https://api.disneyapi.dev/characters/2517
[],[],['American Dragon: Jake Long'],[],[],[],[],2518,Fury Gorgon,https://api.disneyapi.dev/characters/2518
['Teen Beach Movie'],[],[],[],[],[],[],2519,Dr. Fusion,https://api.disneyapi.dev/characters/2519
[],[],['Jessie (TV series)'],[],[],[],[],2520,Future Jessie,https://api.disneyapi.dev/characters/2520
[],[],['Future-Worm!'],[],[],[],[],2521,Future-Worm,https://api.disneyapi.dev/characters/2521
[],[],['The Replacements'],[],[],[],[],2522,Agent G,https://api.disneyapi.dev/characters/2522
['G-Force'],[],[],['G-Force (video game)'],[],[],[],2523,G-Force,https://api.disneyapi.dev/characters/2523
['The Santa Clause'],[],[],[],[],[],[],2524,Judge G. Whelan,https://api.disneyapi.dev/characters/2524
['Inspector Gadget 2'],[],[],[],[],[],[],2525,G2,https://api.disneyapi.dev/characters/2525
['The Aristocats'],[],['House of Mouse'],['Disney Heroes: Battle Mode'],[],[],[],2526,Abigail and Amelia Gabble,https://api.disneyapi.dev/characters/2526
[],[],['DuckTales (2017 series)'],[],[],[],[],2527,Gabby McStabberson,https://api.disneyapi.dev/characters/2527
[],[],['Elena of Avalor'],[],[],[],[],2528,Gabe,https://api.disneyapi.dev/characters/2528
[],[],['Randy Cunningham: 9th Grade Ninja'],[],[],[],[],2529,Queen Gabnidine,https://api.disneyapi.dev/characters/2529
[],[],"[""That's So Raven""]",[],[],[],[],2530,Gabriel,https://api.disneyapi.dev/characters/2530
[],[],[],[],['Food Rocks'],[],[],2531,Pita Gabriel,https://api.disneyapi.dev/characters/2531
[],[],['The Little Mermaid (TV series)'],[],[],[],[],2532,Gabriella,https://api.disneyapi.dev/characters/2532
[],[],['Big City Greens'],[],[],[],[],2533,Gabriella Espinosa,https://api.disneyapi.dev/characters/2533
