films,shortFilms,tvShows,videoGames,parkAttractions,allies,enemies,_id,name,url
"[""Pete's Dragon""]",[],[],[],[],[],[],6645,Dr. Terminus,https://api.disneyapi.dev/characters/6645
[],[],[],"['Kingdom Hearts Birth by Sleep', 'Kingdom Hearts coded', 'Kingdom Hearts 3D: Dream Drop Distance', 'Kingdom Hearts HD II.8 Final Chapter Prologue', 'Kingdom Hearts III', 'Disney Tsum Tsum (game)']",[],[],[],6646,Terra,https://api.disneyapi.dev/characters/6646
[],[],"['DuckTales', 'DuckTales (2017 series)']","['DuckTales (video game)', 'DuckTales Remastered']",[],[],[],6647,Terra-Firmie King,https://api.disneyapi.dev/characters/6647
[],[],"['DuckTales', 'DuckTales (2017 series)']",['DuckTales Remastered'],[],[],[],6648,Terries and Fermies,https://api.disneyapi.dev/characters/6648
[],"['Prep & Landing', 'Prep & Landing: Naughty vs. Nice']",[],[],[],[],[],6649,Timmy Terwelp,https://api.disneyapi.dev/characters/6649
[],[],['The Rocketeer (TV series)'],[],[],[],[],6650,Tesh,https://api.disneyapi.dev/characters/6650
[],[],['Phil of the Future'],[],[],[],[],6651,Keely Teslow,https://api.disneyapi.dev/characters/6651
[],[],['Goldie & Bear'],[],[],[],[],6652,Tess,https://api.disneyapi.dev/characters/6652
[],[],['Star Darlings'],[],[],[],[],6653,Tessa,https://api.disneyapi.dev/characters/6653
[],[],['Tron: Uprising'],[],[],[],[],6654,General Tesler,https://api.disneyapi.dev/characters/6654
['Make Mine Music'],['Make Mine Music'],[],[],[],[],[],6655,Professor Tomaso Tetti-Tatti,https://api.disneyapi.dev/characters/6655
['Make Mine Music'],[],[],[],[],[],[],6656,Tetti-Tatti's Sailors,https://api.disneyapi.dev/characters/6656
['Tex'],[],[],[],[],[],[],6657,Tex McCormick,https://api.disneyapi.dev/characters/6657
[],[],['Motorcity'],[],[],[],[],6658,Texas,https://api.disneyapi.dev/characters/6658
[],[],[],[],[],"['Jasmine', 'Aladdin', 'Fa Mulan', 'Li Shang', 'The Sultan', 'Fa Zhou', 'Fa Li', 'Yao, Ling, and Chien Po', 'Rajah', 'Khan', 'Sahara', 'Iago', 'Abu', 'Mushu', 'Harem Girls', 'The Bimbettes', 'Mira', 'Thrall (page does not exist)', 'Wiggins', 'Tyrande Whisperwind (page does not exist)', 'MalFurion Stormrage (page does not exist)', 'Shandris Feathermoon (page does not exist)', 'Rexxar (page does not exist)', 'Lord Qin', 'Grandmother Fa', 'Pazu', 'Sheeta', 'Captain Dola', 'Lin', 'Yubaba']",[],6659,TgoSurvivor,https://api.disneyapi.dev/characters/6659
"['Alice in Wonderland (2010 film)', 'Alice Through the Looking Glass']",[],[],['Alice in Wonderland (2010 video game)'],[],[],[],6660,Thackery Earwicket,https://api.disneyapi.dev/characters/6660
[],[],['Phineas and Ferb'],[],[],[],[],6661,Thaddeus and Thor,https://api.disneyapi.dev/characters/6661
['Atlantis: The Lost Empire'],[],[],['Atlantis: Search for the Journal'],[],[],[],6662,Thaddeus Thatch,https://api.disneyapi.dev/characters/6662
[],[],['Gargoyles'],[],[],[],[],6663,Thailog,https://api.disneyapi.dev/characters/6663
"['Atlantis: The Lost Empire', ""Atlantis: Milo's Return"", 'Once Upon a Halloween']",[],['House of Mouse'],"['Atlantis: The Lost Empire (game)', 'Atlantis: The Lost Empire: Trial by Fire']",['Disney Stars and Motorcars Parade'],[],[],6664,Milo Thatch,https://api.disneyapi.dev/characters/6664
[],[],[],[],['ExtraTERRORestrial Alien Encounter'],[],[],6665,The Alien (ExtraTERRORestrial Alien Encounter),https://api.disneyapi.dev/characters/6665
"[""Rudyard Kipling's The Jungle Book""]",[],[],[],[],[],[],6666,The Bandits,https://api.disneyapi.dev/characters/6666
"['The Black Cauldron', 'Once Upon a Halloween', 'Descendants 3']",[],"['House of Mouse', 'Tangled: The Series']","['Disney Heroes: Battle Mode', ""Disney Sorcerer's Arena""]",['Cinderella Castle Mystery Tour'],[],[],6667,The Black Cauldron,https://api.disneyapi.dev/characters/6667
[],[],['The Lion Guard'],[],[],[],[],6668,The Bravest,https://api.disneyapi.dev/characters/6668
['Pirates of the Caribbean: Dead Men Tell No Tales'],[],[],[],"['Pirates of the Caribbean (attraction)', ""A Pirate's Adventure: Treasures of the Seven Seas""]",[],[],6669,The Crew of the Wicked Wench,https://api.disneyapi.dev/characters/6669
"['Snow White and the Seven Dwarfs', 'Who Framed Roger Rabbit', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""Mickey's House of Villains"", 'Once Upon a Halloween', 'Descendants']",[],"['Walt Disney anthology series', 'House of Mouse', 'Once Upon a Time', 'Mickey Mouse (TV series)']","[""Disney's Villains' Revenge"", 'Snow White and the Seven Dwarfs (video game)', 'Disney Princess (video game)', 'Kingdom Hearts Birth by Sleep', 'Kingdom Hearts χ', 'Kingdom Hearts Unchained χ', 'Disney Universe', 'Hidden Worlds', 'Disney Infinity (series)', 'Disney Tsum Tsum (game)', 'Disney Magic Kingdoms', 'Disney Magical Dice', 'Disney Emoji Blitz', 'Disney Heroes: Battle Mode']","[""Snow White's Scary Adventures"", 'Fantasmic!', 'SpectroMagic', ""Mickey's Boo-to-You Halloween Parade"", 'Disney Stars and Motorcars Parade', 'Midship Detective Agency', 'Villains Tonight!', 'Seven Dwarfs Mine Train', 'Hocus Pocus Villain Spelltacular', 'World of Color', 'The Nightmare Experiment', 'Villains Night Out!', ""One Man's Dream II: The Magic Lives On!"", ""Cinderella's Surprise Celebration"", 'Unleash the Villains']",[],[],6670,The Evil Queen,https://api.disneyapi.dev/characters/6670
['The Haunted Mansion (film)'],[],['House of Mouse'],['Disney Crossy Road'],['The Haunted Mansion'],[],[],6671,The Executioner,https://api.disneyapi.dev/characters/6671
[],[],['The Lion Guard'],[],[],[],[],6672,The Fastest,https://api.disneyapi.dev/characters/6672
[],[],[],[],['Pleasure Island (Downtown Disney)'],[],[],6673,The Funmeister,https://api.disneyapi.dev/characters/6673
[],[],['The Rocketeer (TV series)'],[],[],[],[],6674,The Great Orsino,https://api.disneyapi.dev/characters/6674
['The Adventures of Ichabod and Mr. Toad'],[],[],"[""Disney Sorcerer's Arena""]",[],[],[],6675,The Headless Horseman's Horse,https://api.disneyapi.dev/characters/6675
"['The Lion King', 'The Lion King 1½', 'Once Upon a Halloween', 'The Lion King (2019 film)']",[],[],"['The Lion King (video game)', 'Kingdom Hearts II', ""Disney Sorcerer's Arena""]","['Sorcerers of the Magic Kingdom', 'Happily Ever After (fireworks show)']",[],[],6676,The Hyena Clan,https://api.disneyapi.dev/characters/6676
[],[],['Elena of Avalor'],[],[],[],[],6677,Jaguar King,https://api.disneyapi.dev/characters/6677
[],[],['The Lion Guard'],[],[],[],[],6678,The Keenest of Sight,https://api.disneyapi.dev/characters/6678
[],[],['Wander Over Yonder'],[],[],[],[],6679,Mandrake the Malfeasant,https://api.disneyapi.dev/characters/6679
[],[],['The Suite Life of Zack & Cody'],[],[],[],[],6680,"""The Meanager""",https://api.disneyapi.dev/characters/6680
['The Adventures of Ichabod and Mr. Toad'],[],[],['Epic Mickey 2: The Power of Two'],"[""Mr. Toad's Wild Ride""]",[],[],6681,The Prosecutor,https://api.disneyapi.dev/characters/6681
[],[],[],[],['The Haunted Mansion'],[],[],6682,The Sinister 11,https://api.disneyapi.dev/characters/6682
['Raya and the Last Dragon'],[],[],[],[],[],[],6683,The Spine Chief,https://api.disneyapi.dev/characters/6683
[],[],['The Lion Guard'],[],[],[],[],6684,The Strongest,https://api.disneyapi.dev/characters/6684
['Raya and the Last Dragon'],[],[],[],[],[],[],6685,The Tail Chief,https://api.disneyapi.dev/characters/6685
['Hercules'],[],[],[],[],[],[],6686,Thebans,https://api.disneyapi.dev/characters/6686
"[""The Muppets' Wizard of Oz"", 'Oz the Great and Powerful']",[],['Once Upon a Time'],[],[],[],[],6687,Theodora,https://api.disneyapi.dev/characters/6687
"['The Apple Dumpling Gang', 'The Apple Dumpling Gang Rides Again']",[],[],[],"['Big Thunder Mountain Railroad', 'Magic Kingdom']",[],[],6688,Theodore and Amos,https://api.disneyapi.dev/characters/6688
[],[],['Hercules (TV series)'],[],[],[],[],6689,Theseus,https://api.disneyapi.dev/characters/6689
['The Country Bears'],[],[],[],[],[],[],6690,Reed Thimple,https://api.disneyapi.dev/characters/6690
[],[],['Fillmore!'],[],[],[],[],6691,Ariella Third,https://api.disneyapi.dev/characters/6691
[],[],"['Fillmore!', 'American Dragon: Jake Long']",[],[],[],[],6692,Ingrid Third,https://api.disneyapi.dev/characters/6692
[],[],['Fillmore!'],[],[],[],[],6693,Professor Third,https://api.disneyapi.dev/characters/6693
[],[],[],[],[],[],[],6694,Thistle,https://api.disneyapi.dev/characters/6694
[],[],[],[],[],[],[],6695,Thistleton,https://api.disneyapi.dev/characters/6695
['Pocahontas (film)'],[],['House of Mouse'],['Animated StoryBook: Pocahontas'],[],[],[],6696,Thomas,https://api.disneyapi.dev/characters/6696
[],['John Henry'],[],[],[],[],[],6697,Thomas,https://api.disneyapi.dev/characters/6697
"['The Cheetah Girls', 'The Cheetah Girls 2', 'The Cheetah Girls: One World']",[],[],[],[],[],[],6698,Dorinda Thomas,https://api.disneyapi.dev/characters/6698
[],[],"[""That's So Raven"", 'Cory in the House', ""That's So Suite Life of Hannah Montana"", 'The Suite Life of Zack & Cody', 'Hannah Montana']",[],[],[],[],6699,Eddie Thomas,https://api.disneyapi.dev/characters/6699
[],[],['Shake It Up'],[],[],[],[],6700,Karren Thomas,https://api.disneyapi.dev/characters/6700
['The Princess Diaries'],[],[],[],[],[],[],6701,Lana Thomas,https://api.disneyapi.dev/characters/6701
[],[],['Gravity Falls'],[],[],[],[],6702,Thompson,https://api.disneyapi.dev/characters/6702
[],[],['Jessie (TV series)'],[],[],[],[],6703,Connie Thompson,https://api.disneyapi.dev/characters/6703
"['Honey, I Shrunk the Kids']",[],[],[],[],[],[],6704,Ron Thompson,https://api.disneyapi.dev/characters/6704
"['Honey, I Shrunk the Kids']",[],[],[],[],[],[],6705,"Russ Thompson, Jr.",https://api.disneyapi.dev/characters/6705
"['Honey, I Shrunk the Kids']",[],[],[],[],[],[],6706,"Russ Thompson, Sr.",https://api.disneyapi.dev/characters/6706
[],[],['Austin & Ally'],[],[],[],[],6707,Tilly Thompson,https://api.disneyapi.dev/characters/6707
['Minutemen'],[],[],[],[],[],[],6708,Zeke Thompson,https://api.disneyapi.dev/characters/6708
[],[],['The Little Mermaid (TV series)'],[],[],[],[],6709,Thor (The Little Mermaid),https://api.disneyapi.dev/characters/6709
[],[],[],['The Haunted Mansion (video game)'],[],[],[],6710,Atticus Thorn,https://api.disneyapi.dev/characters/6710
[],[],['Adventures of the Gummi Bears'],[],[],[],[],6711,Sir Thornberry,https://api.disneyapi.dev/characters/6711
['The Love Bug'],[],[],[],[],[],[],6712,Peter Thorndyke,https://api.disneyapi.dev/characters/6712
[],[],['American Dragon: Jake Long'],[],[],[],[],6713,Nigel Thrall,https://api.disneyapi.dev/characters/6713
[],[],"['Prep & Landing', 'Prep & Landing: Naughty vs. Nice']",[],[],[],[],6714,Thrasher,https://api.disneyapi.dev/characters/6714
[],['Three Blind Mouseketeers'],[],[],[],[],[],6715,Three Blind Mousekeeters,https://api.disneyapi.dev/characters/6715
[],['The Small One'],[],[],[],[],[],6716,The Three Donkeys,https://api.disneyapi.dev/characters/6716
"['Cri-Crí ""el grillito cantor""', 'Who Framed Roger Rabbit', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""Mickey's House of Villains""]","['The Three Little Pigs', 'The Big Bad Wolf (1934 short)', 'Three Little Wolves', 'The Practical Pig', ""Mickey's Polo Team"", 'Toby Tortoise Returns', 'The Standard Parade', 'The Thrifty Pig', 'Food Will Win the War', ""Mickey's Christmas Carol""]","['Walt Disney anthology series', 'Mickey Mouse Club', 'The Mouse Factory', 'Mickey Mouse Works', 'House of Mouse', 'Have a Laugh!', 'Mickey Mouse (TV series)', 'The Wonderful World of Mickey Mouse']",['Epic Mickey 2: The Power of Two'],"['Mickey Mouse Revue', 'SpectroMagic', 'Jubilation!', 'Light Magic', 'Fantasmic!', 'Parade of the Stars', 'Happiness is Here Parade']",[],[],6717,Three Little Pigs,https://api.disneyapi.dev/characters/6717
[],[],['Goldie & Bear'],[],[],[],[],6718,Three Little Pigs,https://api.disneyapi.dev/characters/6718
[],"['Three Little Wolves', 'The Practical Pig', ""Mickey's Christmas Carol"", 'Tummy Trouble']","['House of Mouse', 'Mickey Mouse (TV series)']",[],[],[],[],6719,The Three Little Wolves,https://api.disneyapi.dev/characters/6719
['The Small One'],[],[],[],[],[],[],6720,The Three Merchants,https://api.disneyapi.dev/characters/6720
[],[],['Timon & Pumbaa'],[],[],[],[],6721,The Three Natives,https://api.disneyapi.dev/characters/6721
['Leroy & Stitch'],[],"['Lilo & Stitch: The Series', 'Stitch!']",[],[],[],[],6722,Thresher,https://api.disneyapi.dev/characters/6722
[],[],['Dave the Barbarian'],[],[],[],[],6723,Throktar,https://api.disneyapi.dev/characters/6723
['Bolt (film)'],['Super Rhino'],[],[],[],[],[],6724,Thug Actor,https://api.disneyapi.dev/characters/6724
"['The Great Mouse Detective', ""Mickey's House of Villains""]",[],"['Quack Pack', 'Darkwing Duck']",[],[],[],[],6725,Thugs,https://api.disneyapi.dev/characters/6725
"['Bambi (film)', 'Bambi II', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", 'Enchanted', 'Ralph Breaks the Internet']",[],"['Walt Disney anthology series', 'Raw Toonage', 'Mickey Mouse Works', 'House of Mouse', 'A Poem Is...', 'Mickey Mouse (TV series)']","['Kingdom Hearts χ', 'Kingdom Hearts Unchained χ', 'Disney Tsum Tsum (game)', 'Disney Magic Kingdoms', 'Disney Emoji Blitz']","[""It's a Small World"", 'Fantasmic!', 'Celebrate the Magic', 'World of Color', 'Main Street Electrical Parade', 'Parade of the Stars', 'Garden of the Twelve Friends', 'Jingle Bell, Jingle BAM!']",[],[],6726,Thumper,https://api.disneyapi.dev/characters/6726
"['Bambi (film)', 'Bambi II']",[],[],[],[],[],[],6727,Thumper's sisters,https://api.disneyapi.dev/characters/6727
[],[],[],[],[],[],[],6728,Thunder,https://api.disneyapi.dev/characters/6728
['Snow Dogs'],[],[],[],[],[],[],6729,Thunder Jack,https://api.disneyapi.dev/characters/6729
[],[],['Mighty Ducks'],[],[],[],[],6730,Canard Thunderbeak,https://api.disneyapi.dev/characters/6730
"['One Hundred and One Dalmatians', ""101 Dalmatians II: Patch's London Adventure""]",['The Further Adventures of Thunderbolt'],['101 Dalmatians: The Series'],[],[],[],[],6731,Thunderbolt,https://api.disneyapi.dev/characters/6731
[],['The Steeple Chase'],[],[],[],[],[],6732,Thunderbolt the Horse,https://api.disneyapi.dev/characters/6732
[],"['Morris, the Midget Moose']",[],[],[],[],[],6733,Thunderclap,https://api.disneyapi.dev/characters/6733
[],[],['Aladdin (TV series)'],[],[],[],[],6734,Thundra,https://api.disneyapi.dev/characters/6734
[],[],['Motorcity'],[],[],[],[],6735,Thurman the Magnificant,https://api.disneyapi.dev/characters/6735
[],[],['The Lion Guard'],[],[],[],[],6736,Thurston,https://api.disneyapi.dev/characters/6736
"['The Princess and the Frog', 'Ralph Breaks the Internet']",['Electric Holiday'],"['A Poem Is...', 'Sofia the First', 'Once Upon a Time', 'At Home With Olaf', 'Tiana (TV series)']","['The Princess and the Frog (video game)', 'Disney Princess Enchanting Storybooks', 'Disney Universe', 'Kinect Disneyland Adventures', 'Disney Princess: My Fairytale Adventure', 'Epic Mickey: Power of Illusion', 'Disney Emoji Blitz', 'Disney Magic Kingdoms']","['World of Color', ""Mickey's Soundsational Parade"", 'Fantasmic!', 'Sorcerers of the Magic Kingdom', ""Mickey's Once Upon a Christmastime Parade"", 'A Christmas Fantasy Parade', ""Disney's Once Upon a Dream Parade"", 'Celebrate a Dreams Come True Parade', 'Mickey and the Magical Map', 'Princess Fairytale Hall', 'Festival of Fantasy Parade', 'Mickey and the Wondrous Book', ""Mickey's Royal Friendship Faire"", 'Happily Ever After (fireworks show)']",[],[],6737,Tiana,https://api.disneyapi.dev/characters/6737
[],[],['The Owl House'],[],[],[],[],6738,Tibbles,https://api.disneyapi.dev/characters/6738
[],[],['T.O.T.S.'],[],[],[],[],6739,Tiberius,https://api.disneyapi.dev/characters/6739
[],[],['American Dragon: Jake Long'],[],[],[],[],6740,Tiburón,https://api.disneyapi.dev/characters/6740
"['Peter Pan (film)', 'Return to Never Land', ""Mickey's House of Villains"", 'Once Upon a Halloween', 'The Pirate Fairy']",['Goliath II'],"['Walt Disney anthology series', ""Chip 'n Dale Rescue Rangers"", 'TaleSpin', 'Darkwing Duck', 'Goof Troop', 'Bonkers', 'Aladdin (TV series)', 'Jungle Cubs', 'House of Mouse', 'Stitch!', 'Jake and the Never Land Pirates', 'A Poem Is...', 'Playing with Skully', 'Once Upon a Time', 'Rumplestiltskin']","['Mickey Mousecapade', 'Return to Never Land (video game)', 'Peter Pan: Adventures in Never Land', 'Peter Pan: The Legend of Never Land', 'Kingdom Hearts (game)', 'Kingdom Hearts: Birth by Sleep', 'Epic Mickey', 'Kinect Disneyland Adventures', 'Disney Universe', 'Disney Villains Challenge', 'Disney Heroes: Battle Mode', ""Disney Sorcerer's Arena""]","[""Peter Pan's Flight"", 'Fantasmic!', 'Dream Along With Mickey', 'Back to Never Land', ""One Man's Dream II: The Magic Lives On"", ""Mickey's Boo-to-You Halloween Parade"", 'Disney Dreams!', 'Festival of Fantasy Parade']",[],[],6741,Tick-Tock the Crocodile,https://api.disneyapi.dev/characters/6741
[],[],"['Lilo & Stitch: The Series', 'Stitch!']",[],[],[],[],6742,Tickle-Tummy,https://api.disneyapi.dev/characters/6742
[],[],"[""That's So Raven""]",[],[],[],[],6743,Tiffany,https://api.disneyapi.dev/characters/6743
[],[],"[""BUNK'D""]",[],[],[],[],6744,Tiffany Chen,https://api.disneyapi.dev/characters/6744
[],[],['The Replacements'],[],[],[],[],6745,Tiffany Willson,https://api.disneyapi.dev/characters/6745
['Swiss Family Robinson'],[],[],[],[],[],[],6746,Tiger,https://api.disneyapi.dev/characters/6746
"['Peter Pan (film)', 'Peter Pan and Wendy']",[],['Once Upon a Time'],['Peter Pan: Adventures in Never Land'],"[""Peter Pan's Flight""]",[],[],6747,Tiger Lily,https://api.disneyapi.dev/characters/6747
[],[],['Stitch!'],[],[],[],[],6748,Tigerlily,https://api.disneyapi.dev/characters/6748
"['The Many Adventures of Winnie the Pooh', ""Pooh's Grand Adventure: The Search for Christopher Robin"", 'Winnie the Pooh: Seasons of Giving', 'Cartoon All-Stars to the Rescue', 'The Tigger Movie', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", 'The Book of Pooh: Stories from the Heart', 'Winnie the Pooh: A Very Merry Pooh Year', ""Mickey's House of Villains"", ""Piglet's Big Movie"", 'Winnie the Pooh: Springtime with Roo', ""Pooh's Heffalump Movie"", ""Pooh's Heffalump Halloween Movie"", ""Pooh's Super Sleuth Christmas Movie"", 'Tigger & Pooh and a Musical Too', 'Super Duper Super Sleuths', 'Winnie the Pooh (film)', 'Christopher Robin (film)']","['Winnie the Pooh and the Honey Tree', 'Winnie the Pooh and the Blustery Day', 'Winnie the Pooh and Tigger Too', 'Winnie the Pooh and a Day for Eeyore']","['The Mouse Factory', 'Welcome to Pooh Corner', 'The New Adventures of Winnie the Pooh', 'House of Mouse', 'The Book of Pooh', 'My Friends Tigger & Pooh', 'Doc McStuffins']","[""Tigger's Family Tree 3D Adventure"", ""Tigger's Honey Hunt"", 'Kingdom Hearts (series)', ""Piglet's Big Game"", ""Winnie The Pooh's Rumbly Tumbly Adventure"", 'Disney Friends', 'Kinect Disneyland Adventures', 'Winnie the Pooh: Adventures in the Hundred Acre Wood', 'Disney Infinity (series)', 'Disney Tsum Tsum (game)', 'Disney Emoji Blitz', 'Disney Magic Kingdoms', 'Disney Heroes: Battle Mode', ""Disney Sorcerer's Arena""]","['The Many Adventures of Winnie the Pooh (attraction)', ""Pooh's Hunny Hunt"", 'World of Color', 'Fantasmic!', 'Main Street Electrical Parade', ""Mickey's Boo-to-You Halloween Parade"", ""Mickey's Once Upon a Christmastime Parade"", 'Light Magic', 'A Christmas Fantasy Parade', 'Parade of the Stars', 'Paint the Night Parade', 'Garden of the Twelve Friends']",[],[],6749,Tigger,https://api.disneyapi.dev/characters/6749
[],[],[],[],['The Haunted Mansion'],[],[],6750,Tightrope Walker,https://api.disneyapi.dev/characters/6750
"['The Lion Guard: Return of the Roar', 'The Rise of Scar']",[],['The Lion Guard'],[],[],[],[],6751,Tiifu,https://api.disneyapi.dev/characters/6751
['Return to Oz'],[],[],['Epic Mickey 2: The Power of Two'],[],[],[],6752,Tik-Tok,https://api.disneyapi.dev/characters/6752
[],[],"['Mickey Mouse Works', 'House of Mouse']",[],[],[],[],6753,Tiki,https://api.disneyapi.dev/characters/6753
[],[],['Jake and the Never Land Pirates'],[],[],[],[],6754,Tiki Forest,https://api.disneyapi.dev/characters/6754
['The Adventures of Ichabod and Mr. Toad'],[],['House of Mouse'],[],[],[],[],6755,Tilda,https://api.disneyapi.dev/characters/6755
['So Dear to My Heart'],[],[],[],[],[],[],6756,Tildy,https://api.disneyapi.dev/characters/6756
['Pollyanna'],[],[],[],[],[],[],6757,Tillie Lagerlof,https://api.disneyapi.dev/characters/6757
[],"['Elmer Elephant', 'Toby Tortoise Returns']",['Mickey Mouse (TV series)'],[],[],[],[],6758,Tillie Tiger,https://api.disneyapi.dev/characters/6758
[],[],['Big City Greens'],[],[],[],[],6759,Tilly Green,https://api.disneyapi.dev/characters/6759
['My Favorite Martian'],[],[],[],[],[],[],6760,Tim O'Hara,https://api.disneyapi.dev/characters/6760
['The Shaggy D.A.'],[],[],[],[],[],[],6761,Tim the Ice Cream Man,https://api.disneyapi.dev/characters/6761
['Alice Through the Looking Glass'],[],[],"['Disney Infinity: 3.0 Edition', 'Disney Crossy Road']",[],[],[],6762,Time,https://api.disneyapi.dev/characters/6762
[],[],['Gravity Falls'],[],[],[],[],6763,Time Baby,https://api.disneyapi.dev/characters/6763
[],[],[],[],['The Timekeeper'],[],[],6764,Timekeeper,https://api.disneyapi.dev/characters/6764
[],[],['Gravity Falls'],[],[],[],[],6765,Sev'ral Timez,https://api.disneyapi.dev/characters/6765
[],[],['A.N.T. Farm'],[],[],[],[],6766,Abigail Timmons,https://api.disneyapi.dev/characters/6766
['Timmy Failure: Mistakes Were Made'],[],[],[],[],[],[],6767,Timmy Failure,https://api.disneyapi.dev/characters/6767
"['The Lion King', ""The Lion King II: Simba's Pride"", 'The Lion King 1½', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", 'Once Upon a Halloween', 'Leroy & Stitch', 'The Lion Guard: Return of the Roar', 'Ralph Breaks the Internet', 'The Lion King (2019 film)']",[],"['Timon & Pumbaa', 'Mickey Mouse Works', 'House of Mouse', 'A Poem Is...', ""It's a Small World: The Animated Series"", 'The Lion Guard']","['The Lion King', ""The Lion King: Simba's Mighty Adventures"", 'The Lion King 1½ (video game)', ""Disney's Extreme Skate Adventure"", 'Kingdom Hearts II', 'Disney Friends', 'Meteos: Disney Magic', 'Disney TH!NK Fast', 'Disney Universe', 'Epic Mickey: Power of Illusion', 'Disney Infinity (series)', 'Disney Crossy Road', 'Disney Emoji Blitz', 'Disney Magic Kingdoms', 'Disney Tsum Tsum (game)', 'Disney Heroes: Battle Mode', 'Disney Getaway Blast']","[""It's a Small World"", 'Fantasmic!', 'Festival of the Lion King', 'Circle of Life: An Environmental Fable', 'The Legend of the Lion King', ""Walt Disney's Parade of Dreams"", ""Mickey's Jammin' Jungle Parade"", ""Mickey's Jingle Jungle Parade"", 'Light Magic', 'Parade of the Stars', 'Happily Ever After (fireworks show)']",[],[],6768,Timon,https://api.disneyapi.dev/characters/6768
['The Lion King 1½'],[],"['Timon & Pumbaa', 'The Lion Guard']",[],[],[],[],6769,Ma,https://api.disneyapi.dev/characters/6769
['Fantasia 2000'],[],['House of Mouse'],[],[],[],[],6770,Tin Soldier,https://api.disneyapi.dev/characters/6770
"['Return to Oz', ""The Muppets' Wizard of Oz""]",[],"['Phineas and Ferb', 'Once Upon a Time']",[],[],[],[],6771,Tin Woodman,https://api.disneyapi.dev/characters/6771
['Chicken Little'],[],[],[],[],[],[],6772,Tina,https://api.disneyapi.dev/characters/6772
[],[],"[""Chip 'n Dale Rescue Rangers""]",[],[],[],[],6773,Ting-a-Ling & Ming-Ting,https://api.disneyapi.dev/characters/6773
['Mulan II'],[],[],[],[],[],[],6774,"Ting-Ting, Su, and Mei",https://api.disneyapi.dev/characters/6774
[],[],['Fillmore!'],[],[],[],[],6775,Raylean Tingley,https://api.disneyapi.dev/characters/6775
"['Peter Pan (film)', 'Return to Never Land', 'The Black Cauldron', 'Who Framed Roger Rabbit', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""Mickey's House of Villains"", 'The Lion King 1½', 'Tinker Bell (film)', 'Tinker Bell and the Lost Treasure', 'Tinker Bell and The Great Fairy Rescue', 'The Pixie Hollow Games', 'Secret of the Wings', 'Jake and the Never Land Pirates: Never Land Rescue', 'Saving Mr. Banks', 'The Pirate Fairy', 'Tinker Bell and the Legend of the NeverBeast', 'Ralph Breaks the Internet', 'Peter Pan and Wendy']","['Electric Holiday', 'Trail Mix-Up']","['Walt Disney anthology series', 'House of Mouse', 'A Poem Is...', 'Jake and the Never Land Pirates', 'Once Upon a Time', 'Wishes']","['Mickey Mousecapade', 'Peter Pan: Adventures in Never Land', 'Peter Pan: The Legend of Never Land', 'Kingdom Hearts (series)', 'Disney Friends', 'Just Dance: Disney Party', 'Disney Universe', 'Kinect Disneyland Adventures', 'Epic Mickey: Power of Illusion', 'Disney Infinity (series)', 'Hidden Worlds', ""Disney's Party"", 'Disney Tsum Tsum (game)', 'Disney Emoji Blitz', 'Disney Magic Kingdoms', 'Disney Magical Dice', ""Disney Sorcerer's Arena""]","['Jubilation!', ""Peter Pan's Flight"", 'Fantasmic!', ""Mickey's PhilharMagic"", 'Magic, Music and Mayhem', 'Remember... Dreams Come True', 'Pixie Hollow', ""Mickey's Soundsational Parade"", 'Main Street Electrical Parade', 'SpectroMagic', 'Wishes: A Magical Gathering of Disney Dreams', ""Walt Disney's Parade of Dreams"", 'The American Adventure', ""Soarin' Over California"", 'Celebrate the Magic', 'Disney Dreams!', 'Festival of Fantasy Parade', 'Paint the Night Parade', ""Soarin' Around the World""]",[],[],6776,Tinker Bell,https://api.disneyapi.dev/characters/6776
[],[],['The Shnookums and Meat Funny Cartoon Show'],[],[],[],[],6777,Tex Tinstar,https://api.disneyapi.dev/characters/6777
[],[],"['Prep & Landing', 'Prep & Landing: Naughty vs. Nice']",[],[],[],[],6778,Tiny,https://api.disneyapi.dev/characters/6778
['Santa Buddies'],[],[],[],[],[],[],6779,Tiny,https://api.disneyapi.dev/characters/6779
"['Meet the Robinsons', 'Wreck-It Ralph']",[],[],[],['Wonderful World of Animation'],[],[],6780,Tiny,https://api.disneyapi.dev/characters/6780
['A Christmas Carol'],[],[],[],[],[],[],6781,Tiny Tim,https://api.disneyapi.dev/characters/6781
['The Little Mermaid II: Return to the Sea'],[],[],[],[],[],[],6782,Tip and Dash,https://api.disneyapi.dev/characters/6782
"[""The Emperor's New Groove"", ""Kronk's New Groove""]",[],"[""The Emperor's New School""]","[""The Emperor's New Groove (video game)""]","['Jingle Bell, Jingle BAM!']",[],[],6783,Tipo,https://api.disneyapi.dev/characters/6783
[],[],[],[],[],[],[],6784,Tippe,https://api.disneyapi.dev/characters/6784
[],[],"['Fluppy Dogs', 'DuckTales (2017 series)']",[],[],[],[],6785,Tippi the Pink,https://api.disneyapi.dev/characters/6785
